Date,Municipality,ZipCode,FuelClass,VehicleUse,Count,DailyVMT
2020-07-01,STOCKBRIDGE,01262,Fossil Fuel,Municipal,37,533.094345
2020-07-01,STOCKBRIDGE,01262,Fossil Fuel,Passenger,1512,35614.134088
2020-07-01,STOCKBRIDGE,01262,Hybrid,Passenger,53,1577.597715
2020-07-01,STOCKBRIDGE,01262,Zero-Emission,Passenger,13,332.203588
2020-07-01,STOCKBRIDGE,01263,Fossil Fuel,Passenger,10,255.976481
2020-07-01,STOCKBRIDGE,01266,Fossil Fuel,Passenger,12,297.750255
2020-07-01,STONEHAM,NULL,Fossil Fuel,Passenger,454,12294.569148
2020-07-01,STONEHAM,NULL,Fossil Fuel,Commercial,370,20895.039449
2020-07-01,STONEHAM,NULL,Fossil Fuel,State,27,649.716223
2020-07-01,STONEHAM,NULL,Hybrid,Passenger,13,322.535801
2020-07-01,STONEHAM,NULL,Hybrid,State,1,34.400219
2020-07-01,STONEHAM,NULL,Hybrid,Commercial,1,59.282000
2020-07-01,STONEHAM,NULL,Zero-Emission,Commercial,4,93.498766
2020-07-01,STONEHAM,NULL,Zero-Emission,Passenger,4,79.716153
2020-07-01,STONEHAM,02180,Fossil Fuel,Commercial,962,38459.030084
2020-07-01,STONEHAM,02180,Fossil Fuel,Passenger,16569,382892.229814
2020-07-01,STONEHAM,02180,Fossil Fuel,Municipal,89,1328.303273
2020-07-01,STONEHAM,02180,Hybrid,Passenger,290,7702.501269
2020-07-01,STONEHAM,02180,Zero-Emission,Passenger,81,1775.543626
2020-07-01,STONEHAM,19406,Fossil Fuel,Commercial,7,358.286155
2020-07-01,STOUGHTON,NULL,Fossil Fuel,Municipal,3,33.917356
2020-07-01,STOUGHTON,NULL,Fossil Fuel,Passenger,539,16698.455209
2020-07-01,STOUGHTON,NULL,Fossil Fuel,Commercial,495,22966.986350
2020-07-01,STOUGHTON,NULL,Hybrid,Commercial,2,105.880122
2020-07-01,STOUGHTON,NULL,Hybrid,Passenger,5,138.524606
2020-07-01,STOUGHTON,NULL,Zero-Emission,Passenger,1,15.144000
2020-07-01,STOUGHTON,NULL,Zero-Emission,Commercial,2,54.467000
2020-07-01,STOUGHTON,02072,Fossil Fuel,Municipal,153,2618.849530
2020-07-01,STOUGHTON,02072,Fossil Fuel,Commercial,2120,89356.787843
2020-07-01,STOUGHTON,02072,Fossil Fuel,Passenger,20431,510878.042922
2020-07-01,STOUGHTON,02072,Hybrid,Commercial,15,771.924793
2020-07-01,STOUGHTON,02072,Hybrid,Passenger,364,9642.659874
2020-07-01,STOUGHTON,02072,Hybrid,Municipal,6,156.166458
2020-07-01,STOUGHTON,02072,Zero-Emission,Passenger,63,1511.726987
2020-07-01,STOUGHTON,02072,Zero-Emission,Municipal,2,31.423161
2020-07-01,STOW,NULL,Fossil Fuel,Passenger,112,3276.866782
2020-07-01,STOW,NULL,Fossil Fuel,Commercial,37,1390.895661
2020-07-01,STOW,NULL,Fossil Fuel,State,77,1783.521605
2020-07-01,STOW,NULL,Hybrid,Commercial,2,109.350608
2020-07-01,STOW,NULL,Hybrid,Passenger,7,237.775534
2020-07-01,STOW,NULL,Zero-Emission,Passenger,3,80.383398
2020-07-01,STOW,01749,Fossil Fuel,Passenger,6,76.764470
2020-07-01,STOW,01775,Fossil Fuel,Commercial,383,14100.954057
2020-07-01,STOW,01775,Fossil Fuel,State,3,51.528042
2020-07-01,STOW,01775,Fossil Fuel,Municipal,50,685.022682
2020-07-01,STOW,01775,Fossil Fuel,Passenger,5568,129562.946947
2020-07-01,STOW,01775,Hybrid,Passenger,234,5817.811516
2020-07-01,STOW,01775,Zero-Emission,Passenger,109,2453.874036
2020-07-01,STURBRIDGE,NULL,Fossil Fuel,Passenger,248,7840.147633
2020-07-01,STURBRIDGE,NULL,Fossil Fuel,State,1,25.649251
2020-07-01,STURBRIDGE,NULL,Fossil Fuel,Commercial,70,2909.980832
2020-07-01,STURBRIDGE,NULL,Hybrid,Passenger,10,373.048703
2020-07-01,STURBRIDGE,NULL,Hybrid,Commercial,6,552.626192
2020-07-01,STURBRIDGE,NULL,Zero-Emission,Passenger,1,37.957341
2020-07-01,STURBRIDGE,01518,Fossil Fuel,Commercial,103,3606.112597
2020-07-01,STURBRIDGE,01518,Fossil Fuel,Municipal,9,154.653718
2020-07-01,STURBRIDGE,01518,Fossil Fuel,Passenger,2303,64896.838760
2020-07-01,STURBRIDGE,01518,Hybrid,Passenger,49,1712.123928
2020-07-01,STURBRIDGE,01518,Zero-Emission,Passenger,10,231.854707
2020-07-01,STURBRIDGE,01566,Fossil Fuel,Commercial,327,12441.536247
2020-07-01,STURBRIDGE,01566,Fossil Fuel,Passenger,5438,150641.916991
2020-07-01,STURBRIDGE,01566,Fossil Fuel,Municipal,102,1702.947255
2020-07-01,STURBRIDGE,01566,Hybrid,Passenger,114,4131.879733
2020-07-01,STURBRIDGE,01566,Zero-Emission,Municipal,2,12.885014
2020-07-01,STURBRIDGE,01566,Zero-Emission,Passenger,27,918.862352
2020-07-01,SUDBURY,NULL,Fossil Fuel,State,1,9.738021
2020-07-01,SUDBURY,NULL,Fossil Fuel,Passenger,354,9602.510613
2020-07-01,SUDBURY,NULL,Fossil Fuel,Commercial,144,5205.944220
2020-07-01,SUDBURY,NULL,Hybrid,Commercial,4,210.553608
2020-07-01,SUDBURY,NULL,Hybrid,Passenger,20,617.268471
2020-07-01,SUDBURY,NULL,Zero-Emission,Commercial,4,167.410562
2020-07-01,SUDBURY,NULL,Zero-Emission,Passenger,14,367.664393
2020-07-01,SUDBURY,01776,Fossil Fuel,Municipal,130,2083.022261
2020-07-01,SUDBURY,01776,Fossil Fuel,Passenger,13432,311085.675845
2020-07-01,SUDBURY,01776,Fossil Fuel,Commercial,641,23760.017595
2020-07-01,SUDBURY,01776,Hybrid,Passenger,594,14113.001193
2020-07-01,SUDBURY,01776,Zero-Emission,Passenger,287,6538.841475
2020-07-01,SUDBURY,01776,Zero-Emission,Municipal,2,14.407796
2020-07-01,SUNDERLAND,NULL,Fossil Fuel,Passenger,48,1392.836577
2020-07-01,SUNDERLAND,NULL,Fossil Fuel,Municipal,2,34.896852
2020-07-01,SUNDERLAND,NULL,Fossil Fuel,Commercial,15,597.590437
2020-07-01,SUNDERLAND,NULL,Hybrid,Passenger,2,64.355049
2020-07-01,SUNDERLAND,01054,Fossil Fuel,Commercial,5,209.045199
2020-07-01,SUNDERLAND,01375,Fossil Fuel,Passenger,2454,63302.690627
2020-07-01,SUNDERLAND,01375,Fossil Fuel,Municipal,25,366.575378
2020-07-01,SUNDERLAND,01375,Fossil Fuel,Commercial,235,8901.147465
2020-07-01,SUNDERLAND,01375,Hybrid,Passenger,94,2547.176940
2020-07-01,SUNDERLAND,01375,Zero-Emission,Passenger,16,413.049191
2020-07-01,SUTTON,NULL,Fossil Fuel,Commercial,108,4623.015944
2020-07-01,SUTTON,NULL,Fossil Fuel,Passenger,190,5921.531447
2020-07-01,SUTTON,NULL,Fossil Fuel,State,1,3.803335
2020-07-01,SUTTON,NULL,Hybrid,Passenger,5,174.487058
2020-07-01,SUTTON,NULL,Hybrid,Commercial,3,251.111128
2020-07-01,SUTTON,NULL,Zero-Emission,Passenger,3,100.338661
2020-07-01,SUTTON,01526,Fossil Fuel,Passenger,210,5383.187060
2020-07-01,SUTTON,01526,Fossil Fuel,Commercial,18,683.428518
2020-07-01,SUTTON,01590,Fossil Fuel,Municipal,61,989.754327
2020-07-01,SUTTON,01590,Fossil Fuel,Passenger,7902,212838.771424
2020-07-01,SUTTON,01590,Fossil Fuel,Commercial,534,25122.652511
2020-07-01,SUTTON,01590,Hybrid,Passenger,120,3807.066907
2020-07-01,SUTTON,01590,Hybrid,Municipal,1,35.830941
2020-07-01,SUTTON,01590,Zero-Emission,Passenger,54,1533.665695
2020-07-01,SUTTON,01590,Zero-Emission,Municipal,1,6.442507
2020-07-01,SWAMPSCOTT,NULL,Fossil Fuel,Commercial,146,5162.686644
2020-07-01,SWAMPSCOTT,NULL,Fossil Fuel,Passenger,343,9303.512444
2020-07-01,SWAMPSCOTT,NULL,Hybrid,Passenger,6,189.392916
2020-07-01,SWAMPSCOTT,NULL,Hybrid,Commercial,2,169.638438
2020-07-01,SWAMPSCOTT,NULL,Zero-Emission,Passenger,9,219.946118
2020-07-01,SWAMPSCOTT,01907,Fossil Fuel,Passenger,10162,238861.363557
2020-07-01,SWAMPSCOTT,01907,Fossil Fuel,Commercial,495,18004.876178
2020-07-01,SWAMPSCOTT,01907,Fossil Fuel,Municipal,77,1194.301113
2020-07-01,SWAMPSCOTT,01907,Hybrid,Municipal,1,54.566000
2020-07-01,SWAMPSCOTT,01907,Hybrid,Passenger,253,6401.860380
2020-07-01,SWAMPSCOTT,01907,Zero-Emission,Passenger,90,2187.166770
2020-07-01,SWAMPSCOTT,01907,Zero-Emission,Municipal,2,14.972100
2020-07-01,SWANSEA,NULL,Fossil Fuel,Passenger,271,8727.438452
2020-07-01,SWANSEA,NULL,Fossil Fuel,Commercial,75,3421.608789
2020-07-01,SWANSEA,NULL,Hybrid,Commercial,3,84.509213
2020-07-01,SWANSEA,NULL,Hybrid,Passenger,5,97.119880
2020-07-01,SWANSEA,NULL,Zero-Emission,Passenger,1,26.038000
2020-07-01,SWANSEA,02726,Fossil Fuel,Passenger,6,132.384480
2020-07-01,SWANSEA,02777,Fossil Fuel,Municipal,92,1507.724402
2020-07-01,SWANSEA,02777,Fossil Fuel,Commercial,696,29174.088240
2020-07-01,SWANSEA,02777,Fossil Fuel,Passenger,14890,385327.094972
2020-07-01,SWANSEA,02777,Hybrid,Passenger,167,5119.062200
2020-07-01,SWANSEA,02777,Zero-Emission,Passenger,19,589.425297
2020-07-01,TAUNTON,NULL,Fossil Fuel,Passenger,908,28675.420490
2020-07-01,TAUNTON,NULL,Fossil Fuel,Commercial,651,33413.291689
2020-07-01,TAUNTON,NULL,Fossil Fuel,Municipal,2,22.783382
2020-07-01,TAUNTON,NULL,Fossil Fuel,State,21,474.325761
2020-07-01,TAUNTON,NULL,Hybrid,Commercial,8,427.015278
2020-07-01,TAUNTON,NULL,Hybrid,Passenger,15,582.873040
2020-07-01,TAUNTON,NULL,Zero-Emission,Passenger,4,140.509415
2020-07-01,TAUNTON,NULL,Zero-Emission,Commercial,2,41.605636
2020-07-01,TAUNTON,02718,Fossil Fuel,Passenger,5472,149706.182313
2020-07-01,TAUNTON,02718,Fossil Fuel,Municipal,1,6.662000
2020-07-01,TAUNTON,02718,Fossil Fuel,Commercial,315,14104.948687
2020-07-01,TAUNTON,02718,Hybrid,Passenger,70,2265.402720
2020-07-01,TAUNTON,02718,Zero-Emission,Passenger,5,153.148527
2020-07-01,TAUNTON,02780,Fossil Fuel,Passenger,36030,983482.897950
2020-07-01,TAUNTON,02780,Fossil Fuel,Commercial,2349,110979.537698
2020-07-01,TAUNTON,02780,Fossil Fuel,Municipal,300,5133.422217
2020-07-01,TAUNTON,02780,Fossil Fuel,State,139,7663.154962
2020-07-01,TAUNTON,02780,Hybrid,Passenger,373,13580.675520
2020-07-01,TAUNTON,02780,Hybrid,Municipal,2,33.396151
2020-07-01,TAUNTON,02780,Zero-Emission,Municipal,7,127.416834
2020-07-01,TAUNTON,02780,Zero-Emission,Passenger,43,1414.005357
2020-07-01,TAUNTON,28070,Fossil Fuel,Commercial,5,360.555542
2020-07-01,TAUNTON,84043,Fossil Fuel,Commercial,7,395.021036
2020-07-01,TEMPLETON,NULL,Fossil Fuel,State,14,293.551766
2020-07-01,TEMPLETON,NULL,Fossil Fuel,Commercial,45,2087.223696
2020-07-01,TEMPLETON,NULL,Fossil Fuel,Passenger,123,4159.648881
2020-07-01,TEMPLETON,NULL,Hybrid,Passenger,6,208.947587
2020-07-01,TEMPLETON,NULL,Zero-Emission,Passenger,4,117.174018
2020-07-01,TEMPLETON,01436,Fossil Fuel,Passenger,2327,65319.846080
2020-07-01,TEMPLETON,01436,Fossil Fuel,Commercial,74,3263.928574
2020-07-01,TEMPLETON,01436,Fossil Fuel,Municipal,49,724.624558
2020-07-01,TEMPLETON,01436,Hybrid,Passenger,17,644.493761
2020-07-01,TEMPLETON,01438,Fossil Fuel,Commercial,110,4981.387414
2020-07-01,TEMPLETON,01438,Fossil Fuel,Municipal,14,230.824567
2020-07-01,TEMPLETON,01438,Fossil Fuel,Passenger,380,9541.280221
2020-07-01,TEMPLETON,01440,Fossil Fuel,Municipal,1,32.435000
2020-07-01,TEMPLETON,01468,Fossil Fuel,Commercial,168,7261.249000
2020-07-01,TEMPLETON,01468,Fossil Fuel,Municipal,29,469.371459
2020-07-01,TEMPLETON,01468,Fossil Fuel,Passenger,3918,106985.640885
2020-07-01,TEMPLETON,01468,Hybrid,Passenger,34,1273.715167
2020-07-01,TEMPLETON,01468,Zero-Emission,Passenger,11,277.237356
2020-07-01,TEWKSBURY,NULL,Fossil Fuel,Municipal,1,17.681061
2020-07-01,TEWKSBURY,NULL,Fossil Fuel,State,12,407.360352
2020-07-01,TEWKSBURY,NULL,Fossil Fuel,Passenger,537,14921.232964
2020-07-01,TEWKSBURY,NULL,Fossil Fuel,Commercial,207,8300.257044
2020-07-01,TEWKSBURY,NULL,Hybrid,Passenger,4,132.257801
2020-07-01,TEWKSBURY,NULL,Hybrid,Commercial,1,54.675304
2020-07-01,TEWKSBURY,NULL,Zero-Emission,Passenger,2,70.277199
2020-07-01,TEWKSBURY,NULL,Zero-Emission,Commercial,1,12.301000
2020-07-01,TEWKSBURY,01862,Fossil Fuel,Passenger,13,283.625261
2020-07-01,TEWKSBURY,01876,Fossil Fuel,Commercial,1562,63114.353809
2020-07-01,TEWKSBURY,01876,Fossil Fuel,Passenger,24293,583325.568743
2020-07-01,TEWKSBURY,01876,Fossil Fuel,Municipal,157,2263.174183
2020-07-01,TEWKSBURY,01876,Fossil Fuel,State,1,17.099000
2020-07-01,TEWKSBURY,01876,Hybrid,State,1,20.929000
2020-07-01,TEWKSBURY,01876,Hybrid,Passenger,300,7872.716395
2020-07-01,TEWKSBURY,01876,Hybrid,Commercial,5,349.183608
2020-07-01,TEWKSBURY,01876,Zero-Emission,Municipal,2,14.407796
2020-07-01,TEWKSBURY,01876,Zero-Emission,Passenger,72,1617.230499
2020-07-01,TEWKSBURY,01976,Fossil Fuel,Commercial,5,156.390291
2020-07-01,TISBURY,NULL,Fossil Fuel,Passenger,155,3527.460562
2020-07-01,TISBURY,NULL,Fossil Fuel,Commercial,90,2502.484322
2020-07-01,TISBURY,NULL,Hybrid,Passenger,8,199.758885
2020-07-01,TISBURY,NULL,Hybrid,Commercial,2,73.530000
2020-07-01,TISBURY,NULL,Hybrid,Municipal,1,3.614000
2020-07-01,TISBURY,NULL,Zero-Emission,Passenger,2,41.887127
2020-07-01,TISBURY,NULL,Zero-Emission,Commercial,1,34.406885
2020-07-01,TISBURY,NULL,Zero-Emission,Municipal,3,28.568204
2020-07-01,TISBURY,02557,Fossil Fuel,Passenger,8,198.939090
2020-07-01,TISBURY,02568,Fossil Fuel,Municipal,62,1054.804229
2020-07-01,TISBURY,02568,Fossil Fuel,Commercial,767,21399.257042
2020-07-01,TISBURY,02568,Fossil Fuel,Passenger,4608,100300.110597
2020-07-01,TISBURY,02568,Hybrid,Passenger,131,3162.520045
2020-07-01,TISBURY,02568,Hybrid,Municipal,1,0.054000
2020-07-01,TISBURY,02568,Zero-Emission,Passenger,35,775.342799
2020-07-01,TISBURY,02575,Fossil Fuel,Commercial,44,1260.785649
2020-07-01,TISBURY,02575,Fossil Fuel,Passenger,80,2392.508750
2020-07-01,TOLLAND,NULL,Fossil Fuel,Passenger,10,329.547232
2020-07-01,TOLLAND,NULL,Fossil Fuel,Commercial,1,58.637599
2020-07-01,TOLLAND,NULL,Zero-Emission,Passenger,1,28.180934
2020-07-01,TOLLAND,01034,Fossil Fuel,Municipal,24,367.125965
2020-07-01,TOLLAND,01034,Fossil Fuel,Commercial,23,931.753021
2020-07-01,TOLLAND,01034,Fossil Fuel,Passenger,467,11491.039101
2020-07-01,TOLLAND,01034,Hybrid,Passenger,10,340.150317
2020-07-01,TOPSFIELD,NULL,Fossil Fuel,Commercial,84,2692.579683
2020-07-01,TOPSFIELD,NULL,Fossil Fuel,Passenger,156,4583.448504
2020-07-01,TOPSFIELD,NULL,Fossil Fuel,State,5,101.986425
2020-07-01,TOPSFIELD,NULL,Fossil Fuel,Municipal,1,10.935585
2020-07-01,TOPSFIELD,NULL,Hybrid,Passenger,2,56.911944
2020-07-01,TOPSFIELD,NULL,Zero-Emission,Passenger,1,34.518000
2020-07-01,TOPSFIELD,01983,Fossil Fuel,Municipal,57,850.049219
2020-07-01,TOPSFIELD,01983,Fossil Fuel,Commercial,359,13610.729808
2020-07-01,TOPSFIELD,01983,Fossil Fuel,Passenger,4971,124821.429572
2020-07-01,TOPSFIELD,01983,Hybrid,Passenger,113,2940.772956
2020-07-01,TOPSFIELD,01983,Zero-Emission,Passenger,38,902.146446
2020-07-01,TOWNSEND,NULL,Fossil Fuel,State,1,38.788431
2020-07-01,TOWNSEND,NULL,Fossil Fuel,Passenger,108,3491.346838
2020-07-01,TOWNSEND,NULL,Fossil Fuel,Commercial,72,1617.476395
2020-07-01,TOWNSEND,NULL,Hybrid,Passenger,1,24.747267
2020-07-01,TOWNSEND,NULL,Zero-Emission,Passenger,1,22.215199
2020-07-01,TOWNSEND,01469,Fossil Fuel,Commercial,289,10866.922429
2020-07-01,TOWNSEND,01469,Fossil Fuel,Municipal,68,1107.390654
2020-07-01,TOWNSEND,01469,Fossil Fuel,Passenger,6067,148147.408436
2020-07-01,TOWNSEND,01469,Hybrid,Passenger,97,2628.383486
2020-07-01,TOWNSEND,01469,Hybrid,Municipal,2,29.885497
2020-07-01,TOWNSEND,01469,Zero-Emission,Passenger,12,256.923239
2020-07-01,TOWNSEND,01474,Fossil Fuel,Commercial,83,3046.696031
2020-07-01,TOWNSEND,01474,Fossil Fuel,Passenger,1830,44230.344553
2020-07-01,TOWNSEND,01474,Hybrid,Passenger,31,843.926539
2020-07-01,TOWNSEND,01474,Zero-Emission,Passenger,7,183.185020
2020-07-01,TRURO,NULL,Fossil Fuel,Commercial,39,1213.065681
2020-07-01,TRURO,NULL,Fossil Fuel,Passenger,64,1692.193230
2020-07-01,TRURO,NULL,Fossil Fuel,Municipal,2,23.680766
2020-07-01,TRURO,NULL,Hybrid,Commercial,1,40.844862
2020-07-01,TRURO,NULL,Hybrid,Passenger,2,109.674000
2020-07-01,TRURO,NULL,Zero-Emission,Passenger,1,22.956127
2020-07-01,TRURO,02652,Fossil Fuel,Passenger,1019,24639.339183
2020-07-01,TRURO,02652,Fossil Fuel,Commercial,130,3891.412434
2020-07-01,TRURO,02652,Hybrid,Passenger,40,973.005602
2020-07-01,TRURO,02666,Fossil Fuel,Commercial,89,2531.835488
2020-07-01,TRURO,02666,Fossil Fuel,Passenger,1128,26580.128511
2020-07-01,TRURO,02666,Fossil Fuel,Municipal,47,806.694328
2020-07-01,TRURO,02666,Hybrid,Passenger,36,1013.038425
2020-07-01,TRURO,02666,Zero-Emission,Passenger,6,126.829980
2020-07-01,TYNGSBOROUGH,NULL,Fossil Fuel,Passenger,176,5325.912156
2020-07-01,TYNGSBOROUGH,NULL,Fossil Fuel,Municipal,2,29.165061
2020-07-01,TYNGSBOROUGH,NULL,Fossil Fuel,State,1,38.788431
2020-07-01,TYNGSBOROUGH,NULL,Fossil Fuel,Commercial,153,4661.723701
2020-07-01,TYNGSBOROUGH,NULL,Hybrid,Passenger,5,134.169534
2020-07-01,TYNGSBOROUGH,NULL,Hybrid,Commercial,2,110.657000
2020-07-01,TYNGSBOROUGH,NULL,Zero-Emission,Commercial,1,29.375883
2020-07-01,TYNGSBOROUGH,01879,Fossil Fuel,Municipal,83,1280.484242
2020-07-01,TYNGSBOROUGH,01879,Fossil Fuel,Passenger,9924,242150.039395
2020-07-01,TYNGSBOROUGH,01879,Fossil Fuel,Commercial,889,37172.310476
2020-07-01,TYNGSBOROUGH,01879,Hybrid,Passenger,196,5194.193511
2020-07-01,TYNGSBOROUGH,01879,Hybrid,Municipal,2,33.894497
2020-07-01,TYNGSBOROUGH,01879,Zero-Emission,Passenger,45,990.140218
2020-07-01,TYNGSBOROUGH,01979,Fossil Fuel,Commercial,5,190.590388
2020-07-01,TYRINGHAM,NULL,Fossil Fuel,Passenger,14,320.353302
2020-07-01,TYRINGHAM,NULL,Fossil Fuel,Commercial,3,70.438396
2020-07-01,TYRINGHAM,NULL,Zero-Emission,Passenger,4,82.187046
2020-07-01,TYRINGHAM,01264,Fossil Fuel,Municipal,14,177.946146
2020-07-01,TYRINGHAM,01264,Fossil Fuel,Passenger,308,7184.601855
2020-07-01,TYRINGHAM,01264,Fossil Fuel,Commercial,13,345.996344
2020-07-01,TYRINGHAM,01264,Hybrid,Passenger,12,362.794490
2020-07-01,UPTON,NULL,Fossil Fuel,Passenger,129,4240.633110
2020-07-01,UPTON,NULL,Fossil Fuel,Commercial,66,2425.886019
2020-07-01,UPTON,NULL,Fossil Fuel,Municipal,1,20.024646
2020-07-01,UPTON,NULL,Hybrid,Passenger,4,127.670116
2020-07-01,UPTON,NULL,Zero-Emission,Passenger,3,84.368009
2020-07-01,UPTON,01568,Fossil Fuel,Passenger,6566,173348.781471
2020-07-01,UPTON,01568,Fossil Fuel,Commercial,339,14663.814218
2020-07-01,UPTON,01568,Fossil Fuel,Municipal,52,865.856338
2020-07-01,UPTON,01568,Hybrid,Passenger,156,4572.589900
2020-07-01,UPTON,01568,Zero-Emission,Passenger,36,1045.276681
2020-07-01,UXBRIDGE,NULL,Fossil Fuel,Commercial,99,3885.974413
2020-07-01,UXBRIDGE,NULL,Fossil Fuel,Passenger,232,7299.502473
2020-07-01,UXBRIDGE,NULL,Hybrid,Commercial,3,198.622064
2020-07-01,UXBRIDGE,NULL,Hybrid,Passenger,7,208.577645
2020-07-01,UXBRIDGE,NULL,Zero-Emission,Passenger,2,47.424320
2020-07-01,UXBRIDGE,01516,Fossil Fuel,Passenger,6,83.906086
2020-07-01,UXBRIDGE,01538,Fossil Fuel,Passenger,207,5312.123229
2020-07-01,UXBRIDGE,01538,Fossil Fuel,Commercial,23,693.581210
2020-07-01,UXBRIDGE,01569,Fossil Fuel,Passenger,11988,322258.555265
2020-07-01,UXBRIDGE,01569,Fossil Fuel,Commercial,676,29619.087677
2020-07-01,UXBRIDGE,01569,Fossil Fuel,Municipal,84,1378.409144
2020-07-01,UXBRIDGE,01569,Hybrid,Passenger,169,5445.312835
2020-07-01,UXBRIDGE,01569,Zero-Emission,Municipal,3,19.327521
2020-07-01,UXBRIDGE,01569,Zero-Emission,Passenger,32,854.033352
2020-07-01,WAKEFIELD,NULL,Fossil Fuel,Passenger,523,13743.577601
2020-07-01,WAKEFIELD,NULL,Fossil Fuel,Commercial,276,10430.056706
2020-07-01,WAKEFIELD,NULL,Hybrid,Passenger,7,183.258801
2020-07-01,WAKEFIELD,NULL,Hybrid,Commercial,4,214.045912
2020-07-01,WAKEFIELD,NULL,Zero-Emission,Passenger,3,149.629199
2020-07-01,WAKEFIELD,01880,Fossil Fuel,Municipal,157,2405.624520
2020-07-01,WAKEFIELD,01880,Fossil Fuel,Commercial,1310,49915.012388
2020-07-01,WAKEFIELD,01880,Fossil Fuel,Passenger,19211,445168.956000
2020-07-01,WAKEFIELD,01880,Hybrid,Passenger,299,7182.929264
2020-07-01,WAKEFIELD,01880,Zero-Emission,Municipal,2,14.407796
2020-07-01,WAKEFIELD,01880,Zero-Emission,Passenger,97,2014.320167
2020-07-01,WALES,NULL,Fossil Fuel,Passenger,36,1220.026340
2020-07-01,WALES,NULL,Fossil Fuel,Commercial,12,451.516151
2020-07-01,WALES,NULL,Hybrid,Commercial,2,298.151538
2020-07-01,WALES,NULL,Hybrid,Passenger,1,30.087331
2020-07-01,WALES,NULL,Zero-Emission,Passenger,1,16.605000
2020-07-01,WALES,01081,Fossil Fuel,Municipal,25,351.908053
2020-07-01,WALES,01081,Fossil Fuel,Passenger,1639,41052.633419
2020-07-01,WALES,01081,Fossil Fuel,Commercial,71,2661.633241
2020-07-01,WALES,01081,Hybrid,Passenger,17,503.934965
2020-07-01,WALPOLE,NULL,Fossil Fuel,State,6,97.945784
2020-07-01,WALPOLE,NULL,Fossil Fuel,Commercial,449,18345.116213
2020-07-01,WALPOLE,NULL,Fossil Fuel,Passenger,568,15845.904886
2020-07-01,WALPOLE,NULL,Hybrid,Commercial,9,441.638488
2020-07-01,WALPOLE,NULL,Hybrid,Passenger,15,416.973212
2020-07-01,WALPOLE,NULL,Zero-Emission,Passenger,3,89.087594
2020-07-01,WALPOLE,02032,Fossil Fuel,Passenger,3445,84616.073739
2020-07-01,WALPOLE,02032,Fossil Fuel,Commercial,161,6136.000310
2020-07-01,WALPOLE,02032,Hybrid,Passenger,74,1803.886898
2020-07-01,WALPOLE,02032,Zero-Emission,Passenger,29,713.798741
2020-07-01,WALPOLE,02071,Fossil Fuel,Passenger,728,18263.472170
2020-07-01,WALPOLE,02071,Fossil Fuel,Commercial,43,1434.749880
2020-07-01,WALPOLE,02071,Hybrid,Passenger,8,211.786010
2020-07-01,WALPOLE,02071,Zero-Emission,Passenger,5,118.236376
2020-07-01,WALPOLE,02081,Fossil Fuel,Municipal,136,2177.531027
2020-07-01,WALPOLE,02081,Fossil Fuel,Passenger,14331,353842.184727
2020-07-01,WALPOLE,02081,Fossil Fuel,Commercial,1322,49499.252083
2020-07-01,WALPOLE,02081,Hybrid,Passenger,277,7676.687168
2020-07-01,WALPOLE,02081,Zero-Emission,Passenger,64,1492.927400
2020-07-01,WALPOLE,06037,Fossil Fuel,Commercial,6,217.897000
2020-07-01,WALTHAM,NULL,Fossil Fuel,Passenger,992,25216.583042
2020-07-01,WALTHAM,NULL,Fossil Fuel,Municipal,5,58.140734
2020-07-01,WALTHAM,NULL,Fossil Fuel,State,35,1326.778291
2020-07-01,WALTHAM,NULL,Fossil Fuel,Commercial,954,37023.087668
2020-07-01,WALTHAM,NULL,Hybrid,State,1,8.027000
2020-07-01,WALTHAM,NULL,Hybrid,Passenger,31,1049.357204
2020-07-01,WALTHAM,NULL,Hybrid,Commercial,12,626.972040
2020-07-01,WALTHAM,NULL,Zero-Emission,Passenger,24,624.251321
2020-07-01,WALTHAM,NULL,Zero-Emission,Commercial,4,83.629000
2020-07-01,WALTHAM,02154,Fossil Fuel,Commercial,9,361.647780
2020-07-01,WALTHAM,02254,Fossil Fuel,Commercial,28,874.396676
2020-07-01,WALTHAM,02451,Fossil Fuel,Municipal,14,205.508773
2020-07-01,WALTHAM,02451,Fossil Fuel,Commercial,1003,39080.579361
2020-07-01,WALTHAM,02451,Fossil Fuel,Passenger,11889,276115.630337
2020-07-01,WALTHAM,02451,Hybrid,Passenger,334,8131.383871
2020-07-01,WALTHAM,02451,Zero-Emission,Passenger,120,2813.909919
2020-07-01,WALTHAM,02452,Fossil Fuel,Municipal,213,2909.125733
2020-07-01,WALTHAM,02452,Fossil Fuel,Passenger,8088,189300.376064
2020-07-01,WALTHAM,02452,Fossil Fuel,State,2,19.476042
2020-07-01,WALTHAM,02452,Fossil Fuel,Commercial,429,15536.450469
2020-07-01,WALTHAM,02452,Hybrid,Municipal,22,686.007970
2020-07-01,WALTHAM,02452,Hybrid,Passenger,263,6455.117191
2020-07-01,WALTHAM,02452,Zero-Emission,Municipal,9,42.233000
2020-07-01,WALTHAM,02452,Zero-Emission,Passenger,60,1281.723142
2020-07-01,WALTHAM,02453,Fossil Fuel,Commercial,1802,63379.991863
2020-07-01,WALTHAM,02453,Fossil Fuel,Passenger,16988,393393.458506
2020-07-01,WALTHAM,02453,Fossil Fuel,State,115,4760.069993
