Date,Municipality,ZipCode,FuelClass,VehicleUse,Count,DailyVMT
2020-01-01,ABINGTON,NULL,Fossil Fuel,Passenger,221,6242.126079
2020-01-01,ABINGTON,NULL,Fossil Fuel,Municipal,2,47.091916
2020-01-01,ABINGTON,NULL,Fossil Fuel,Commercial,200,8676.377858
2020-01-01,ABINGTON,NULL,Hybrid,Passenger,3,92.945388
2020-01-01,ABINGTON,NULL,Zero-Emission,Passenger,1,30.683294
2020-01-01,ABINGTON,02351,Fossil Fuel,Commercial,634,26800.023756
2020-01-01,ABINGTON,02351,Fossil Fuel,Passenger,12559,349273.238955
2020-01-01,ABINGTON,02351,Fossil Fuel,Municipal,76,1408.102052
2020-01-01,ABINGTON,02351,Hybrid,Passenger,137,4244.506052
2020-01-01,ABINGTON,02351,Zero-Emission,Passenger,22,683.514644
2020-01-01,ACTON,NULL,Fossil Fuel,Commercial,156,5968.365718
2020-01-01,ACTON,NULL,Fossil Fuel,State,3,58.264473
2020-01-01,ACTON,NULL,Fossil Fuel,Passenger,208,4981.487944
2020-01-01,ACTON,NULL,Fossil Fuel,Municipal,2,35.362122
2020-01-01,ACTON,NULL,Hybrid,Passenger,9,222.725403
2020-01-01,ACTON,NULL,Zero-Emission,Commercial,1,29.375883
2020-01-01,ACTON,NULL,Zero-Emission,Passenger,6,133.730862
2020-01-01,ACTON,01718,Fossil Fuel,Commercial,5,191.837780
2020-01-01,ACTON,01718,Fossil Fuel,Passenger,412,9830.341761
2020-01-01,ACTON,01718,Hybrid,Passenger,33,816.659811
2020-01-01,ACTON,01720,Fossil Fuel,Passenger,15878,376953.312505
2020-01-01,ACTON,01720,Fossil Fuel,Municipal,189,2762.041463
2020-01-01,ACTON,01720,Fossil Fuel,Commercial,793,31161.277570
2020-01-01,ACTON,01720,Hybrid,Passenger,832,20589.726144
2020-01-01,ACTON,01720,Hybrid,Municipal,2,47.792994
2020-01-01,ACTON,01720,Hybrid,Commercial,5,273.376520
2020-01-01,ACTON,01720,Zero-Emission,Municipal,1,14.696429
2020-01-01,ACTON,01720,Zero-Emission,Passenger,327,7286.793141
2020-01-01,ACUSHNET,NULL,Fossil Fuel,Passenger,81,2239.249854
2020-01-01,ACUSHNET,NULL,Fossil Fuel,Commercial,104,4791.139711
2020-01-01,ACUSHNET,NULL,Hybrid,Passenger,2,65.585760
2020-01-01,ACUSHNET,02743,Fossil Fuel,Passenger,9323,248462.797368
2020-01-01,ACUSHNET,02743,Fossil Fuel,Commercial,624,28950.381518
2020-01-01,ACUSHNET,02743,Fossil Fuel,Municipal,53,819.623672
2020-01-01,ACUSHNET,02743,Hybrid,Passenger,71,2328.294480
2020-01-01,ACUSHNET,02743,Zero-Emission,Passenger,8,255.364324
2020-01-01,ACUSHNET,02743,Zero-Emission,Municipal,3,58.168917
2020-01-01,ACUSHNET,02745,Fossil Fuel,Passenger,42,1119.196425
2020-01-01,ADAMS,NULL,Fossil Fuel,Commercial,26,753.802640
2020-01-01,ADAMS,NULL,Fossil Fuel,Passenger,35,830.600785
2020-01-01,ADAMS,NULL,Hybrid,Passenger,1,27.560849
2020-01-01,ADAMS,NULL,Hybrid,Municipal,1,30.523673
2020-01-01,ADAMS,01220,Fossil Fuel,Passenger,6021,140479.523674
2020-01-01,ADAMS,01220,Fossil Fuel,Municipal,70,1068.636340
2020-01-01,ADAMS,01220,Fossil Fuel,Commercial,322,10382.292244
2020-01-01,ADAMS,01220,Hybrid,Passenger,67,1846.576883
2020-01-01,ADAMS,01220,Zero-Emission,Passenger,6,148.482989
2020-01-01,ADAMS,01247,Fossil Fuel,Passenger,16,384.833540
2020-01-01,AGAWAM,NULL,Fossil Fuel,Municipal,16,270.342944
2020-01-01,AGAWAM,NULL,Fossil Fuel,State,1,22.277169
2020-01-01,AGAWAM,NULL,Fossil Fuel,Passenger,238,6003.213643
2020-01-01,AGAWAM,NULL,Fossil Fuel,Commercial,341,13425.037585
2020-01-01,AGAWAM,NULL,Hybrid,Commercial,6,356.313228
2020-01-01,AGAWAM,NULL,Hybrid,Passenger,5,150.436655
2020-01-01,AGAWAM,01001,Fossil Fuel,Passenger,13054,322465.923374
2020-01-01,AGAWAM,01001,Fossil Fuel,Municipal,131,2305.133691
2020-01-01,AGAWAM,01001,Fossil Fuel,Commercial,1055,47008.210950
2020-01-01,AGAWAM,01001,Hybrid,Municipal,8,216.962344
2020-01-01,AGAWAM,01001,Hybrid,Passenger,192,5776.767552
2020-01-01,AGAWAM,01001,Zero-Emission,Passenger,32,873.771463
2020-01-01,AGAWAM,01030,Fossil Fuel,Commercial,384,17634.417028
2020-01-01,AGAWAM,01030,Fossil Fuel,Passenger,9481,233733.162305
2020-01-01,AGAWAM,01030,Hybrid,Passenger,113,3399.868403
2020-01-01,AGAWAM,01030,Zero-Emission,Passenger,30,821.892543
2020-01-01,AGAWAM,01085,Fossil Fuel,Passenger,5,125.273270
2020-01-01,ALFORD,NULL,Fossil Fuel,Commercial,11,351.385432
2020-01-01,ALFORD,NULL,Fossil Fuel,Passenger,22,510.267514
2020-01-01,ALFORD,NULL,Hybrid,Passenger,5,137.804245
2020-01-01,ALFORD,NULL,Zero-Emission,Passenger,1,24.612523
2020-01-01,ALFORD,01230,Fossil Fuel,Passenger,261,6022.797631
2020-01-01,ALFORD,01230,Fossil Fuel,Municipal,11,135.785965
2020-01-01,ALFORD,01230,Fossil Fuel,Commercial,15,474.251016
2020-01-01,ALFORD,01230,Zero-Emission,Passenger,6,150.098691
2020-01-01,ALFORD,01266,Fossil Fuel,Commercial,6,191.801196
2020-01-01,ALFORD,01266,Fossil Fuel,Passenger,144,3288.679468
2020-01-01,ALFORD,01266,Hybrid,Passenger,6,165.365094
2020-01-01,AMESBURY,NULL,Fossil Fuel,Municipal,1,10.935585
2020-01-01,AMESBURY,NULL,Fossil Fuel,Passenger,172,4453.710352
2020-01-01,AMESBURY,NULL,Fossil Fuel,Commercial,101,3778.718363
2020-01-01,AMESBURY,NULL,Hybrid,Passenger,3,85.367916
2020-01-01,AMESBURY,01913,Fossil Fuel,Commercial,542,20983.472988
2020-01-01,AMESBURY,01913,Fossil Fuel,Municipal,87,1405.168671
2020-01-01,AMESBURY,01913,Fossil Fuel,Passenger,12771,323365.733970
2020-01-01,AMESBURY,01913,Hybrid,Passenger,258,7341.640776
2020-01-01,AMESBURY,01913,Zero-Emission,Municipal,1,9.883100
2020-01-01,AMESBURY,01913,Zero-Emission,Passenger,53,1388.640514
2020-01-01,AMHERST,NULL,Fossil Fuel,Commercial,57,1421.347191
2020-01-01,AMHERST,NULL,Fossil Fuel,State,47,903.913984
2020-01-01,AMHERST,NULL,Fossil Fuel,Passenger,226,5534.707736
2020-01-01,AMHERST,NULL,Fossil Fuel,Municipal,1,26.503328
2020-01-01,AMHERST,NULL,Hybrid,State,2,136.044000
2020-01-01,AMHERST,NULL,Hybrid,Passenger,12,297.290064
2020-01-01,AMHERST,NULL,Hybrid,Commercial,3,122.173140
2020-01-01,AMHERST,NULL,Zero-Emission,Passenger,3,73.262326
2020-01-01,AMHERST,NULL,Zero-Emission,State,4,9.711156
2020-01-01,AMHERST,NULL,Zero-Emission,Commercial,2,22.779978
2020-01-01,AMHERST,01002,Fossil Fuel,Passenger,10726,260155.499494
2020-01-01,AMHERST,01002,Fossil Fuel,Municipal,137,2034.894391
2020-01-01,AMHERST,01002,Fossil Fuel,Commercial,352,11325.586095
2020-01-01,AMHERST,01002,Fossil Fuel,State,13,118.505529
2020-01-01,AMHERST,01002,Hybrid,Commercial,7,285.070660
2020-01-01,AMHERST,01002,Hybrid,Municipal,3,86.357364
2020-01-01,AMHERST,01002,Hybrid,Passenger,891,22073.787252
2020-01-01,AMHERST,01002,Zero-Emission,Municipal,2,11.194862
2020-01-01,AMHERST,01002,Zero-Emission,Passenger,217,5309.263564
2020-01-01,AMHERST,01003,Fossil Fuel,State,706,4942.647958
2020-01-01,AMHERST,01003,Fossil Fuel,Passenger,110,2664.221258
2020-01-01,AMHERST,01003,Fossil Fuel,Municipal,19,364.262624
2020-01-01,AMHERST,01003,Hybrid,State,19,281.888313
2020-01-01,AMHERST,01003,Zero-Emission,State,22,53.125570
2020-01-01,AMHERST,01004,Fossil Fuel,Municipal,18,329.497374
2020-01-01,AMHERST,01004,Fossil Fuel,Passenger,35,859.312359
2020-01-01,AMHERST,01004,Fossil Fuel,Commercial,58,1987.679878
2020-01-01,AMHERST,01059,Fossil Fuel,Passenger,68,1658.455400
2020-01-01,AMHERST,01059,Fossil Fuel,Commercial,27,963.161133
2020-01-01,ANDOVER,NULL,Fossil Fuel,Municipal,3,13.768085
2020-01-01,ANDOVER,NULL,Fossil Fuel,State,11,256.427413
2020-01-01,ANDOVER,NULL,Fossil Fuel,Passenger,535,13846.355650
2020-01-01,ANDOVER,NULL,Fossil Fuel,Commercial,229,8828.464134
2020-01-01,ANDOVER,NULL,Hybrid,Commercial,8,420.411504
2020-01-01,ANDOVER,NULL,Hybrid,Passenger,10,284.559720
2020-01-01,ANDOVER,NULL,Zero-Emission,Passenger,4,106.146119
2020-01-01,ANDOVER,NULL,Zero-Emission,Commercial,1,41.048042
2020-01-01,ANDOVER,01810,Fossil Fuel,Municipal,184,2891.537481
2020-01-01,ANDOVER,01810,Fossil Fuel,Commercial,1061,40876.845858
2020-01-01,ANDOVER,01810,Fossil Fuel,Passenger,24634,629312.594694
2020-01-01,ANDOVER,01810,Hybrid,Passenger,772,21968.010384
2020-01-01,ANDOVER,01810,Zero-Emission,Passenger,330,8705.645414
2020-01-01,ANDOVER,01810,Zero-Emission,Municipal,1,9.883100
2020-01-01,ANDOVER,01845,Fossil Fuel,Commercial,21,841.497628
2020-01-01,ANDOVER,01845,Fossil Fuel,Passenger,97,2489.352312
2020-01-01,ANDOVER,01845,Hybrid,Passenger,5,142.279860
2020-01-01,AQUINNAH,NULL,Fossil Fuel,Passenger,12,284.263020
2020-01-01,AQUINNAH,NULL,Fossil Fuel,Municipal,2,41.774696
2020-01-01,AQUINNAH,NULL,Fossil Fuel,Commercial,3,91.951017
2020-01-01,AQUINNAH,NULL,Hybrid,Passenger,1,26.135177
2020-01-01,AQUINNAH,NULL,Zero-Emission,Passenger,2,48.104990
2020-01-01,AQUINNAH,02535,Fossil Fuel,Municipal,14,237.463077
2020-01-01,AQUINNAH,02535,Fossil Fuel,Commercial,29,873.270343
2020-01-01,AQUINNAH,02535,Fossil Fuel,Passenger,409,9619.343956
2020-01-01,AQUINNAH,02535,Hybrid,Passenger,10,261.351770
2020-01-01,AQUINNAH,02535,Zero-Emission,Passenger,7,176.042041
2020-01-01,ARLINGTON,NULL,Fossil Fuel,State,6,174.629766
2020-01-01,ARLINGTON,NULL,Fossil Fuel,Commercial,151,5842.804079
2020-01-01,ARLINGTON,NULL,Fossil Fuel,Passenger,403,9664.641895
2020-01-01,ARLINGTON,NULL,Hybrid,Commercial,3,164.025912
2020-01-01,ARLINGTON,NULL,Hybrid,Passenger,11,272.219937
2020-01-01,ARLINGTON,NULL,Zero-Emission,Commercial,2,65.510664
2020-01-01,ARLINGTON,NULL,Zero-Emission,Passenger,11,245.393081
2020-01-01,ARLINGTON,02174,Fossil Fuel,Passenger,7,167.234179
2020-01-01,ARLINGTON,02174,Fossil Fuel,Municipal,77,1037.703329
2020-01-01,ARLINGTON,02174,Fossil Fuel,Commercial,9,351.978545
2020-01-01,ARLINGTON,02474,Fossil Fuel,Municipal,55,819.958574
2020-01-01,ARLINGTON,02474,Fossil Fuel,Passenger,15986,378993.034398
2020-01-01,ARLINGTON,02474,Fossil Fuel,Commercial,474,18742.607283
2020-01-01,ARLINGTON,02474,Hybrid,Passenger,856,21183.660552
2020-01-01,ARLINGTON,02474,Hybrid,Municipal,1,23.896497
2020-01-01,ARLINGTON,02474,Zero-Emission,Passenger,298,6640.060918
2020-01-01,ARLINGTON,02476,Fossil Fuel,Municipal,115,1617.736323
2020-01-01,ARLINGTON,02476,Fossil Fuel,Commercial,474,18965.616012
2020-01-01,ARLINGTON,02476,Fossil Fuel,Passenger,9984,236820.664821
2020-01-01,ARLINGTON,02476,Hybrid,Municipal,4,95.585988
2020-01-01,ARLINGTON,02476,Hybrid,Passenger,627,15516.536409
2020-01-01,ARLINGTON,02476,Zero-Emission,Passenger,224,4989.101504
2020-01-01,ARLINGTON,02476,Zero-Emission,Municipal,4,36.308123
2020-01-01,ASHBURNHAM,NULL,Fossil Fuel,Commercial,86,3604.737863
2020-01-01,ASHBURNHAM,NULL,Fossil Fuel,Passenger,38,1046.546499
2020-01-01,ASHBURNHAM,NULL,Hybrid,Passenger,1,31.917529
2020-01-01,ASHBURNHAM,01430,Fossil Fuel,Passenger,5267,142902.237518
2020-01-01,ASHBURNHAM,01430,Fossil Fuel,Commercial,209,9350.149004
2020-01-01,ASHBURNHAM,01430,Fossil Fuel,Municipal,63,877.419430
2020-01-01,ASHBURNHAM,01430,Hybrid,Passenger,67,2138.474443
2020-01-01,ASHBURNHAM,01430,Zero-Emission,Municipal,1,6.442507
2020-01-01,ASHBURNHAM,01430,Zero-Emission,Passenger,16,469.937548
2020-01-01,ASHBURNHAM,01440,Fossil Fuel,Commercial,5,205.941400
2020-01-01,ASHBY,NULL,Fossil Fuel,State,1,38.788431
2020-01-01,ASHBY,NULL,Fossil Fuel,Passenger,25,597.264925
2020-01-01,ASHBY,NULL,Fossil Fuel,Commercial,13,505.448769
2020-01-01,ASHBY,01431,Fossil Fuel,Municipal,36,490.463579
2020-01-01,ASHBY,01431,Fossil Fuel,Passenger,2833,65932.298941
2020-01-01,ASHBY,01431,Fossil Fuel,Commercial,157,6300.590843
2020-01-01,ASHBY,01431,Hybrid,Passenger,55,1361.099685
2020-01-01,ASHBY,01431,Zero-Emission,Passenger,5,115.803792
2020-01-01,ASHFIELD,NULL,Fossil Fuel,Commercial,9,293.605770
2020-01-01,ASHFIELD,NULL,Fossil Fuel,Passenger,11,291.474766
2020-01-01,ASHFIELD,NULL,Zero-Emission,Passenger,1,26.467734
2020-01-01,ASHFIELD,01330,Fossil Fuel,Municipal,23,285.444712
2020-01-01,ASHFIELD,01330,Fossil Fuel,Passenger,1468,37636.005534
2020-01-01,ASHFIELD,01330,Fossil Fuel,Commercial,96,4007.132698
2020-01-01,ASHFIELD,01330,Hybrid,Passenger,58,1692.094842
2020-01-01,ASHFIELD,01330,Zero-Emission,Passenger,14,367.804329
2020-01-01,ASHLAND,NULL,Fossil Fuel,Municipal,2,27.685367
2020-01-01,ASHLAND,NULL,Fossil Fuel,Passenger,225,5393.947036
2020-01-01,ASHLAND,NULL,Fossil Fuel,State,1,38.788431
2020-01-01,ASHLAND,NULL,Fossil Fuel,Commercial,302,9652.192074
2020-01-01,ASHLAND,NULL,Hybrid,Passenger,8,197.978136
2020-01-01,ASHLAND,NULL,Hybrid,Commercial,1,54.675304
2020-01-01,ASHLAND,NULL,Zero-Emission,Passenger,2,44.576954
2020-01-01,ASHLAND,01721,Fossil Fuel,Commercial,793,31982.310688
2020-01-01,ASHLAND,01721,Fossil Fuel,Municipal,109,1547.477125
2020-01-01,ASHLAND,01721,Fossil Fuel,Passenger,13556,320389.543702
2020-01-01,ASHLAND,01721,Hybrid,Commercial,7,382.727128
2020-01-01,ASHLAND,01721,Hybrid,Passenger,380,9403.961460
2020-01-01,ASHLAND,01721,Zero-Emission,Municipal,7,50.427286
2020-01-01,ASHLAND,01721,Zero-Emission,Passenger,138,3073.464930
2020-01-01,ATHOL,NULL,Fossil Fuel,Commercial,37,1597.084490
2020-01-01,ATHOL,NULL,Fossil Fuel,State,1,55.918987
2020-01-01,ATHOL,NULL,Fossil Fuel,Passenger,62,1690.659604
2020-01-01,ATHOL,NULL,Hybrid,Passenger,1,31.917529
2020-01-01,ATHOL,01331,Fossil Fuel,Passenger,8438,230099.282444
2020-01-01,ATHOL,01331,Fossil Fuel,Municipal,86,1379.540308
2020-01-01,ATHOL,01331,Fossil Fuel,Commercial,312,14064.639016
2020-01-01,ATHOL,01331,Hybrid,Passenger,97,3096.000313
2020-01-01,ATHOL,01331,Zero-Emission,Passenger,5,146.622707
2020-01-01,ATTLEBORO,NULL,Fossil Fuel,Commercial,334,14883.222767
2020-01-01,ATTLEBORO,NULL,Fossil Fuel,State,4,159.649127
2020-01-01,ATTLEBORO,NULL,Fossil Fuel,Passenger,414,11449.852887
2020-01-01,ATTLEBORO,NULL,Hybrid,Passenger,17,557.478960
2020-01-01,ATTLEBORO,NULL,Hybrid,Commercial,3,176.013639
2020-01-01,ATTLEBORO,NULL,Zero-Emission,Passenger,2,60.843716
2020-01-01,ATTLEBORO,02703,Fossil Fuel,Passenger,34178,924114.460768
2020-01-01,ATTLEBORO,02703,Fossil Fuel,Commercial,1374,63039.095731
2020-01-01,ATTLEBORO,02703,Fossil Fuel,Municipal,202,3155.602657
2020-01-01,ATTLEBORO,02703,Hybrid,Passenger,532,17445.812160
2020-01-01,ATTLEBORO,02703,Zero-Emission,Passenger,76,2386.995333
2020-01-01,ATTLEBORO,02713,Fossil Fuel,Commercial,7,395.231927
2020-01-01,ATTLEBORO,02760,Fossil Fuel,Passenger,273,7419.855861
2020-01-01,ATTLEBORO,02760,Fossil Fuel,Municipal,6,110.310490
2020-01-01,ATTLEBORO,02760,Fossil Fuel,Commercial,42,2008.153851
2020-01-01,ATTLEBORO,02761,Fossil Fuel,Municipal,1,20.144382
2020-01-01,ATTLEBORO,02763,Fossil Fuel,Commercial,22,921.144374
2020-01-01,ATTLEBORO,02763,Fossil Fuel,Passenger,35,962.245900
2020-01-01,AUBURN,NULL,Fossil Fuel,Commercial,599,28904.106706
2020-01-01,AUBURN,NULL,Fossil Fuel,Passenger,197,5496.768433
2020-01-01,AUBURN,NULL,Fossil Fuel,State,3,107.217489
2020-01-01,AUBURN,NULL,Hybrid,Commercial,7,577.185448
2020-01-01,AUBURN,NULL,Hybrid,Passenger,1,31.917529
2020-01-01,AUBURN,NULL,Zero-Emission,Passenger,1,29.448689
2020-01-01,AUBURN,01501,Fossil Fuel,Municipal,128,1973.542406
2020-01-01,AUBURN,01501,Fossil Fuel,Passenger,13139,361366.515354
2020-01-01,AUBURN,01501,Fossil Fuel,Commercial,1233,55717.930348
2020-01-01,AUBURN,01501,Hybrid,Passenger,207,6606.928503
2020-01-01,AUBURN,01501,Zero-Emission,Passenger,26,761.320748
2020-01-01,AVON,NULL,Fossil Fuel,Passenger,51,1248.209419
2020-01-01,AVON,NULL,Fossil Fuel,Commercial,283,11749.526422
2020-01-01,AVON,NULL,Fossil Fuel,Municipal,1,19.277661
2020-01-01,AVON,NULL,Hybrid,Commercial,4,211.760244
2020-01-01,AVON,NULL,Hybrid,Passenger,2,51.392404
2020-01-01,AVON,02322,Fossil Fuel,Municipal,46,730.095684
2020-01-01,AVON,02322,Fossil Fuel,Commercial,796,32940.933262
2020-01-01,AVON,02322,Fossil Fuel,Passenger,3533,86370.378178
2020-01-01,AVON,02322,Hybrid,Passenger,42,1079.240484
2020-01-01,AVON,02322,Zero-Emission,Passenger,11,267.165151
2020-01-01,AVON,02722,Fossil Fuel,Municipal,2,29.885614
2020-01-01,AYER,NULL,Fossil Fuel,State,1,9.738021
2020-01-01,AYER,NULL,Fossil Fuel,Commercial,123,4917.407841
2020-01-01,AYER,NULL,Fossil Fuel,Municipal,6,101.959340
2020-01-01,AYER,NULL,Fossil Fuel,Passenger,92,2198.660894
2020-01-01,AYER,NULL,Hybrid,Commercial,4,218.701216
2020-01-01,AYER,NULL,Hybrid,Passenger,4,98.989068
2020-01-01,AYER,NULL,Zero-Emission,Passenger,1,22.361755
2020-01-01,AYER,01432,Fossil Fuel,Municipal,59,922.876279
2020-01-01,AYER,01432,Fossil Fuel,Passenger,6187,145621.152576
2020-01-01,AYER,01432,Fossil Fuel,Commercial,464,18996.544754
2020-01-01,AYER,01432,Hybrid,Passenger,141,3489.364647
2020-01-01,AYER,01432,Zero-Emission,Passenger,33,736.325799
2020-01-01,AYER,01434,Fossil Fuel,Passenger,26,625.236778
2020-01-01,AYER,01434,Fossil Fuel,Commercial,11,435.384198
2020-01-01,BARNSTABLE,NULL,Fossil Fuel,Municipal,12,230.200379
2020-01-01,BARNSTABLE,NULL,Fossil Fuel,Commercial,456,12749.701994
2020-01-01,BARNSTABLE,NULL,Fossil Fuel,Passenger,619,14739.717879
2020-01-01,BARNSTABLE,NULL,Fossil Fuel,State,3,49.896367
2020-01-01,BARNSTABLE,NULL,Hybrid,Commercial,6,245.069172
2020-01-01,BARNSTABLE,NULL,Hybrid,Passenger,11,287.486947
2020-01-01,BARNSTABLE,NULL,Zero-Emission,Passenger,8,148.677706
2020-01-01,BARNSTABLE,NULL,Zero-Emission,Commercial,2,73.708768
2020-01-01,BARNSTABLE,02090,Fossil Fuel,Passenger,14,338.361940
2020-01-01,BARNSTABLE,02601,Fossil Fuel,State,41,2259.859269
2020-01-01,BARNSTABLE,02601,Fossil Fuel,Commercial,1618,49145.701879
2020-01-01,BARNSTABLE,02601,Fossil Fuel,Municipal,258,4689.107198
2020-01-01,BARNSTABLE,02601,Fossil Fuel,Passenger,11086,260635.867866
2020-01-01,BARNSTABLE,02601,Hybrid,Commercial,14,571.828068
2020-01-01,BARNSTABLE,02601,Hybrid,Passenger,219,5723.603763
2020-01-01,BARNSTABLE,02601,Hybrid,Municipal,18,326.986740
2020-01-01,BARNSTABLE,02601,Zero-Emission,Passenger,12,297.400884
2020-01-01,BARNSTABLE,02630,Fossil Fuel,Commercial,164,4966.734086
2020-01-01,BARNSTABLE,02630,Fossil Fuel,Municipal,59,1113.890779
2020-01-01,BARNSTABLE,02630,Fossil Fuel,Passenger,1719,40367.099789
2020-01-01,BARNSTABLE,02630,Hybrid,Municipal,1,18.165930
2020-01-01,BARNSTABLE,02630,Hybrid,Passenger,60,1568.110620
2020-01-01,BARNSTABLE,02630,Zero-Emission,Passenger,10,236.139478
2020-01-01,BARNSTABLE,02630,Zero-Emission,Municipal,1,12.341102
2020-01-01,BARNSTABLE,02632,Fossil Fuel,Commercial,480,14648.358137
2020-01-01,BARNSTABLE,02632,Fossil Fuel,Passenger,9124,214043.912485
2020-01-01,BARNSTABLE,02632,Fossil Fuel,Municipal,43,772.574509
2020-01-01,BARNSTABLE,02632,Hybrid,Commercial,5,204.224310
2020-01-01,BARNSTABLE,02632,Hybrid,Passenger,173,4521.385621
2020-01-01,BARNSTABLE,02632,Zero-Emission,Passenger,29,696.425987
2020-01-01,BARNSTABLE,02634,Fossil Fuel,Passenger,9,213.197265
2020-01-01,BARNSTABLE,02634,Fossil Fuel,Commercial,10,305.204266
2020-01-01,BARNSTABLE,02635,Fossil Fuel,Commercial,179,5444.838713
2020-01-01,BARNSTABLE,02635,Fossil Fuel,Passenger,3149,73750.706169
2020-01-01,BARNSTABLE,02635,Fossil Fuel,Municipal,10,165.818319
2020-01-01,BARNSTABLE,02635,Hybrid,Passenger,105,2744.193585
2020-01-01,BARNSTABLE,02635,Zero-Emission,Passenger,18,426.366702
2020-01-01,BARNSTABLE,02637,Fossil Fuel,Passenger,547,12907.944978
2020-01-01,BARNSTABLE,02637,Fossil Fuel,Commercial,13,398.454407
2020-01-01,BARNSTABLE,02637,Hybrid,Passenger,13,339.757301
2020-01-01,BARNSTABLE,02647,Fossil Fuel,Passenger,277,6449.947043
2020-01-01,BARNSTABLE,02647,Fossil Fuel,Commercial,8,243.903588
2020-01-01,BARNSTABLE,02648,Fossil Fuel,Municipal,5,83.003972
2020-01-01,BARNSTABLE,02648,Fossil Fuel,Passenger,6513,151750.188460
2020-01-01,BARNSTABLE,02648,Fossil Fuel,Commercial,593,18044.250839
2020-01-01,BARNSTABLE,02648,Hybrid,Passenger,147,3841.871019
2020-01-01,BARNSTABLE,02648,Zero-Emission,Passenger,26,634.135814
2020-01-01,BARNSTABLE,02655,Fossil Fuel,Municipal,7,139.067180
2020-01-01,BARNSTABLE,02655,Fossil Fuel,Passenger,3301,77259.035933
2020-01-01,BARNSTABLE,02655,Fossil Fuel,Commercial,481,14291.836410
2020-01-01,BARNSTABLE,02655,Hybrid,Passenger,64,1672.651328
2020-01-01,BARNSTABLE,02655,Zero-Emission,Passenger,14,284.221732
2020-01-01,BARNSTABLE,02668,Fossil Fuel,State,8,126.549201
2020-01-01,BARNSTABLE,02668,Fossil Fuel,Commercial,207,6310.793780
2020-01-01,BARNSTABLE,02668,Fossil Fuel,Passenger,2905,67978.040470
2020-01-01,BARNSTABLE,02668,Fossil Fuel,Municipal,13,195.142961
2020-01-01,BARNSTABLE,02668,Hybrid,Passenger,63,1646.516151
2020-01-01,BARNSTABLE,02668,Zero-Emission,Passenger,13,313.778803
2020-01-01,BARNSTABLE,02672,Fossil Fuel,Commercial,21,637.161499
2020-01-01,BARNSTABLE,02672,Fossil Fuel,Passenger,279,6622.558715
2020-01-01,BARNSTABLE,02672,Hybrid,Passenger,8,209.081416
2020-01-01,BARNSTABLE,02675,Fossil Fuel,Passenger,11,260.574435
2020-01-01,BARRE,NULL,Fossil Fuel,Commercial,93,3874.380918
2020-01-01,BARRE,NULL,Fossil Fuel,Passenger,30,822.993067
2020-01-01,BARRE,NULL,Fossil Fuel,Municipal,1,8.241209
2020-01-01,BARRE,NULL,Hybrid,Passenger,1,31.917529
2020-01-01,BARRE,01005,Fossil Fuel,Municipal,82,1264.338962
2020-01-01,BARRE,01005,Fossil Fuel,Passenger,4061,110384.743329
2020-01-01,BARRE,01005,Fossil Fuel,Commercial,256,12065.912990
2020-01-01,BARRE,01005,Hybrid,Passenger,59,1883.134211
2020-01-01,BARRE,01005,Zero-Emission,Passenger,10,293.555783
2020-01-01,BARRE,01074,Fossil Fuel,Commercial,27,1302.190698
2020-01-01,BARRE,01074,Fossil Fuel,Passenger,380,10496.772237
2020-01-01,BECKET,NULL,Fossil Fuel,Commercial,2,64.433920
2020-01-01,BECKET,NULL,Fossil Fuel,Passenger,11,261.045961
2020-01-01,BECKET,01223,Fossil Fuel,Commercial,60,1907.508012
2020-01-01,BECKET,01223,Fossil Fuel,Passenger,1772,40633.407997
2020-01-01,BECKET,01223,Fossil Fuel,Municipal,41,571.550801
2020-01-01,BECKET,01223,Hybrid,Passenger,33,909.508017
2020-01-01,BECKET,01223,Zero-Emission,Passenger,5,124.678317
2020-01-01,BEDFORD,NULL,Fossil Fuel,Municipal,5,65.375040
2020-01-01,BEDFORD,NULL,Fossil Fuel,Passenger,178,4264.770034
2020-01-01,BEDFORD,NULL,Fossil Fuel,State,4,141.849512
2020-01-01,BEDFORD,NULL,Fossil Fuel,Commercial,178,6929.483083
2020-01-01,BEDFORD,NULL,Hybrid,Passenger,6,148.483602
2020-01-01,BEDFORD,NULL,Hybrid,Commercial,4,218.701216
2020-01-01,BEDFORD,NULL,Zero-Emission,Passenger,3,66.792153
2020-01-01,BEDFORD,01730,Fossil Fuel,State,44,1577.185112
2020-01-01,BEDFORD,01730,Fossil Fuel,Passenger,9881,233577.727239
2020-01-01,BEDFORD,01730,Fossil Fuel,Commercial,750,29137.841883
2020-01-01,BEDFORD,01730,Fossil Fuel,Municipal,88,1338.613659
2020-01-01,BEDFORD,01730,Hybrid,Passenger,416,10294.863072
2020-01-01,BEDFORD,01730,Hybrid,Municipal,1,23.896497
2020-01-01,BEDFORD,01730,Zero-Emission,Passenger,167,3719.317817
2020-01-01,BEDFORD,01731,Fossil Fuel,Passenger,755,17911.899140
2020-01-01,BEDFORD,01731,Hybrid,Passenger,12,296.967204
2020-01-01,BEDFORD,01731,Zero-Emission,Passenger,7,156.092617
2020-01-01,BELCHERTOWN,NULL,Fossil Fuel,Passenger,142,3473.148903
2020-01-01,BELCHERTOWN,NULL,Fossil Fuel,State,32,245.629510
2020-01-01,BELCHERTOWN,NULL,Fossil Fuel,Municipal,1,17.797040
